index,Type,Core_Density,BiC A,BiC B,CC AB,F1,F1_Individual_Nodes_Considered,Team_Strength,Number_of_Self_Activations,Self Activation Status,Team Size
Density 20%_Without Self Activation_Network_42,Lowered Density,Density 20%,0.532565188668339,0.5320914316393963,-0.8892230083787561,0.3725148514851485,0.0442772277227722,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_43,Lowered Density,Density 20%,0.4241769219199595,0.4207360881442302,-0.8204799206499674,0.2081753262743166,0.0192563408027579,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_44,Lowered Density,Density 20%,0.5225742769084554,0.5343693070199151,-0.885026233631314,0.3650997036918395,0.0430848082005285,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_45,Lowered Density,Density 20%,0.4695796430263061,0.4751173415605588,-0.8618450520130388,0.3577359769530588,0.0467717336044738,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_46,Lowered Density,Density 20%,0.420490619156349,0.4233535357266838,-0.8169217502263775,0.2120847737862618,0.0210431384337892,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_47,Lowered Density,Density 20%,0.54915608442396,0.5557679764281942,-0.906516730384101,0.452110309380251,0.0629633290501136,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_48,Lowered Density,Density 20%,0.5500829096133052,0.5531585591742454,-0.9057391722025974,0.4524492825333993,0.0569025235032162,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_49,Lowered Density,Density 20%,0.4708676668494713,0.4695725030460551,-0.8631511419583086,0.3530901722391084,0.0482944951030057,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_50,Lowered Density,Density 20%,0.4681909042587552,0.4689493518455471,-0.8554672802073594,0.3517549780627742,0.0461525480931488,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_51,Lowered Density,Density 20%,0.4293353722660424,0.4383443003396322,-0.8351294439938293,0.2681354817494245,0.0305820453798092,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_52,Lowered Density,Density 20%,0.4181117053819296,0.4243461898449895,-0.8179396344083881,0.2057145691750583,0.0193461977280619,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_53,Lowered Density,Density 20%,0.5236497855084928,0.534494564477508,-0.8878719844951309,0.3681564245810055,0.0442936951316839,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_54,Lowered Density,Density 20%,0.5242657682993782,0.5289016590778862,-0.8864265198799745,0.3621733588272785,0.0433397068196303,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_55,Lowered Density,Density 20%,0.4742641152532595,0.4718301031187434,-0.8624020044816189,0.3572517790579465,0.0486275838698746,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_56,Lowered Density,Density 20%,0.4365143075302619,0.4384049107419122,-0.8347555485904429,0.267704280155642,0.0311284046692607,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_57,Lowered Density,Density 20%,0.4776964373064657,0.4865482343212207,-0.8576722175284939,0.2862757527733756,0.0302377179080824,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_58,Lowered Density,Density 20%,0.4692026837373031,0.4778591062936921,-0.8597265939560925,0.3569393228293664,0.0504525645323499,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_59,Lowered Density,Density 20%,0.5255760185346158,0.5270077960964914,-0.8877125809068893,0.3665551306564691,0.0426226896112173,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_60,Lowered Density,Density 20%,0.5281118411914665,0.530287880026817,-0.8844044818936511,0.3671067281692381,0.0438205821536503,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_61,Lowered Density,Density 20%,0.4677916335753625,0.4712180874302967,-0.8619424637152053,0.3560169491525424,0.0483050847457627,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_62,Lowered Density,Density 20%,0.5166585965972806,0.5381581845635166,-0.8869976693030862,0.3700335088559119,0.0417265039093665,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_63,Lowered Density,Density 20%,0.4202286253370797,0.425979698214381,-0.8191507329960632,0.2123998813408484,0.019776525264511,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_64,Lowered Density,Density 20%,0.5278457629944048,0.5345417012853075,-0.8863510302184134,0.3671586715867159,0.0451628429327771,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_65,Lowered Density,Density 20%,0.4331950539613634,0.444551409187275,-0.8352877513377024,0.2714932126696832,0.0321332546396485,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_66,Lowered Density,Density 20%,0.4684473895414853,0.4719267967959215,-0.8562134077941218,0.3543877379147718,0.0496041771938689,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_67,Lowered Density,Density 20%,0.5522294237957087,0.5489572128166098,-0.9069405725986494,0.4538621303530808,0.0653743447730194,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_68,Lowered Density,Density 20%,0.4344147278600456,0.4396751517795796,-0.8391167838279449,0.2703484549638396,0.030111768573307,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_69,Lowered Density,Density 20%,0.4714665959844413,0.4932420313542808,-0.8541493217464433,0.2843509038048287,0.0298318796612311,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_70,Lowered Density,Density 20%,0.5253229647032187,0.5326884732410332,-0.8851757454130957,0.3648627075351213,0.0439016602809706,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_71,Lowered Density,Density 20%,0.4303477665972385,0.4342745778317116,-0.8325790592846913,0.2661561819261998,0.0333355336985939,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_72,Lowered Density,Density 20%,0.4750862277865151,0.4708742003906406,-0.8604804141682026,0.3583917560604781,0.0473012923388799,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_73,Lowered Density,Density 20%,0.5475943542804869,0.5571552074735209,-0.9072114572912644,0.4521197746812926,0.063939124419409,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_74,Lowered Density,Density 20%,0.5269659802113611,0.5300322978532697,-0.8886681582409667,0.3671961874503574,0.0452740270055599,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_75,Lowered Density,Density 20%,0.4222543193307656,0.4217042579512204,-0.8187345069204561,0.2076017557861133,0.0200019952114924,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_76,Lowered Density,Density 20%,0.4825951601526742,0.4842586155878303,-0.8574397121913603,0.2836303672226802,0.0293017060950085,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_77,Lowered Density,Density 20%,0.5305853891196274,0.5384294219245851,-0.8877509060095801,0.3764602336373819,0.0432869259081453,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_78,Lowered Density,Density 20%,0.426157722329125,0.4239794977298536,-0.8196581416136618,0.2109763372439848,0.0207794790216742,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_79,Lowered Density,Density 20%,0.4844024137779067,0.484085495685681,-0.8596433481677976,0.2852255448555499,0.028319817536746,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_80,Lowered Density,Density 20%,0.4686358296347813,0.4627783256878159,-0.8593966091479525,0.3545739189303545,0.0482355927900482,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_81,Lowered Density,Density 20%,0.528983953354842,0.5386470001413189,-0.8866510098186797,0.3709703287890938,0.0457097032878909,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_82,Lowered Density,Density 20%,0.4204949189586481,0.4260055278671927,-0.8211219619953276,0.2108073046602135,0.0208063067558127,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_83,Lowered Density,Density 20%,0.545422602351835,0.5504316463434273,-0.9051447113768362,0.4470588235294118,0.0637666831438457,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_84,Lowered Density,Density 20%,0.5387214617731299,0.5349128278712221,-0.8903397992034612,0.3777884384744543,0.0486927320700407,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_85,Lowered Density,Density 20%,0.546120238931713,0.5581555038812005,-0.90614181941766,0.4498862174730385,0.0610467992480459,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_86,Lowered Density,Density 20%,0.5453582079602837,0.5530693005648326,-0.9038870719000986,0.4434989115377004,0.0607559865426479,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_87,Lowered Density,Density 20%,0.5485502031265799,0.5558373747821983,-0.9069010275032882,0.4527407407407407,0.0669629629629629,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_88,Lowered Density,Density 20%,0.4325148853862841,0.4358999196315797,-0.833626597912515,0.2645734055747764,0.0314641947907826,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_89,Lowered Density,Density 20%,0.4693020459018491,0.4657715273924816,-0.8552683750444505,0.3522177932321262,0.050292596047833,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_90,Lowered Density,Density 20%,0.545694869870672,0.5550253894847198,-0.905866836304152,0.4482383214568488,0.0601741884402216,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_91,Lowered Density,Density 20%,0.5473504640072172,0.5618559409771421,-0.9084692729668504,0.4546264225630876,0.0631370608609599,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_92,Lowered Density,Density 20%,0.550332708597383,0.5482915561584442,-0.905892647410025,0.4513641755634638,0.0666271253459865,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_93,Lowered Density,Density 20%,0.4204848265387501,0.4212192643246857,-0.8144161802242599,0.2067369887551,0.0214449198925266,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_94,Lowered Density,Density 20%,0.4832249468561925,0.4843245042938319,-0.8597733695479886,0.2876493514791387,0.0297744553063702,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_95,Lowered Density,Density 20%,0.52779555626677,0.5296677665467996,-0.8870909659047975,0.3651097804391217,0.0454291417165668,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_96,Lowered Density,Density 20%,0.4341438488393811,0.4382040934941688,-0.8364732097657376,0.2676275808336579,0.0324633164524087,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_97,Lowered Density,Density 20%,0.4298882968250261,0.4352118104539307,-0.8309100050244326,0.2638182658654163,0.0322921481872812,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_98,Lowered Density,Density 20%,0.5233831331089756,0.5427362020272538,-0.885050806348422,0.3743589743589743,0.0431089743589743,0.1,0,Without Self Activation,5.0
Density 20%_Without Self Activation_Network_99,Lowered Density,Density 20%,0.5211551437132191,0.5413541662913547,-0.8883909880857106,0.3729420186113099,0.0464487393621251,0.1,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_0,Lowered Density,Density 32%,0.5554375215400612,0.5513102331431198,-0.9458574686916854,0.5062056309460569,0.1457961075964649,0.329,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_1,Lowered Density,Density 32%,0.6773455146106291,0.675774561020666,-0.9501998061363386,0.6779398076326404,0.2130313372634191,0.4070000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_2,Lowered Density,Density 32%,0.6708669418754943,0.6555899167905226,-0.9437058999180444,0.6445632551034578,0.1633800860991529,0.397,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_3,Lowered Density,Density 32%,0.5100996140519797,0.5951696352605932,-0.9263098714298696,0.4626851894586237,0.1080906447593113,0.278,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_4,Lowered Density,Density 32%,0.70623182957408,0.7245142047581052,-0.9396037598539986,0.7222256228193671,0.1976495072534737,0.399,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_5,Lowered Density,Density 32%,0.6851556866410773,0.6635419705546501,-0.9414028438194696,0.6703496172362087,0.1782811143556152,0.243,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_6,Lowered Density,Density 32%,0.7571580287996846,0.7146411587479045,-0.9312927823060696,0.7411018058099974,0.2084532844805025,0.3910000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_7,Lowered Density,Density 32%,0.5306991914346002,0.5772583237840266,-0.9266770499717476,0.4836004193500074,0.0923568468873246,0.26,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_8,Lowered Density,Density 32%,0.671348024598177,0.6468630786254554,-0.943106319361896,0.645040740060038,0.2016786130000612,0.4030000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_9,Lowered Density,Density 32%,0.6265075174461733,0.6193777282286773,-0.95069699268206,0.5988670443185605,0.1890036654448517,0.3460000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_10,Lowered Density,Density 32%,0.712702531860902,0.6969978902829703,-0.928297616397672,0.6933398688805833,0.1655535812756571,0.4230000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_11,Lowered Density,Density 32%,0.6519810210446246,0.6145255855332542,-0.92866951605681,0.5782617245108642,0.1202929898731688,0.304,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_12,Lowered Density,Density 32%,0.5873789189663592,0.5552677185051088,-0.9413575483527694,0.51605415860735,0.1374965460071843,0.3550000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_13,Lowered Density,Density 32%,0.4977282199941729,0.4914867700230021,-0.925545205153914,0.4364383424362379,0.1067795760885904,0.302,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_14,Lowered Density,Density 32%,0.6458215456488215,0.6704777373320197,-0.9210994473129434,0.5996869793507346,0.1202100267582167,0.296,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_15,Lowered Density,Density 32%,0.6831748341359296,0.6979890799953182,-0.9458588538272272,0.6799390243902439,0.2028658536585366,0.4120000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_16,Lowered Density,Density 32%,0.7541084500549052,0.7152618645322291,-0.9361865333639984,0.7471027041428,0.2337151991474623,0.412,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_17,Lowered Density,Density 32%,0.5893348897275236,0.6269670449027519,-0.9496315517609268,0.5876924851490859,0.1591210565776573,0.354,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_18,Lowered Density,Density 32%,0.7250501393635548,0.720988330607478,-0.9380413877274352,0.7275021026072329,0.2188005434431002,0.4100000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_19,Lowered Density,Density 32%,0.6987431048632154,0.7171512061116614,-0.945871867767296,0.7069127896025617,0.2286682991147108,0.4070000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_20,Lowered Density,Density 32%,0.6879959055598875,0.6720823054690558,-0.9429438408897146,0.6757043131388681,0.1910371478434305,0.4060000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_21,Lowered Density,Density 32%,0.4877556410612067,0.5077870031340831,-0.9235270939675267,0.4427684600304944,0.1162600740579394,0.308,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_22,Lowered Density,Density 32%,0.4797621656872546,0.4703387533069955,-0.9161300554608532,0.3932125542230161,0.092625669813728,0.273,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_23,Lowered Density,Density 32%,0.6913802998214879,0.6484562547688166,-0.9466804913819824,0.6583918315252074,0.2096362476068921,0.299,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_24,Lowered Density,Density 32%,0.6257779217337998,0.7194759446674773,-0.9504509622571587,0.645072944646337,0.2160952230473481,0.4100000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_25,Lowered Density,Density 32%,0.6398737513927806,0.6365010738947572,-0.93393690960133,0.5917923502434873,0.1320032149780152,0.31,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_26,Lowered Density,Density 32%,0.5366602832580905,0.5755618588045464,-0.9264623077029788,0.4833678259552774,0.1084246125889657,0.357,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_27,Lowered Density,Density 32%,0.6915388422148852,0.698863722379172,-0.9391460096613432,0.6929444530403838,0.1981278044251895,0.3670000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_28,Lowered Density,Density 32%,0.543299663366231,0.5435944940880045,-0.9372224982365512,0.5089938493675293,0.1292213067192758,0.4040000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_29,Lowered Density,Density 32%,0.5319727644176738,0.5026969027887694,-0.9325946858435468,0.4631689055274168,0.1159436247522572,0.302,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_30,Lowered Density,Density 32%,0.6103696402685974,0.6128044938009717,-0.9481339199698472,0.5766330862320218,0.1615662421592853,0.3530000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_31,Lowered Density,Density 32%,0.6265977276967657,0.6272031132078075,-0.9535871484538164,0.612283422099373,0.1953077597249376,0.3340000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_32,Lowered Density,Density 32%,0.6703482287210085,0.6383171467387455,-0.9469937466292736,0.6490667348504219,0.1919585783687036,0.4000000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_33,Lowered Density,Density 32%,0.7145437602208422,0.6649349241443545,-0.9460240941792424,0.6966661192314009,0.1917118300760935,0.3580000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_34,Lowered Density,Density 32%,0.6535564926924542,0.6438716925836728,-0.9510301507014616,0.6244513087302878,0.2174172221319026,0.3960000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_35,Lowered Density,Density 32%,0.5894587433478553,0.6422774328785114,-0.9480659731410728,0.5937626335547214,0.1627490615073635,0.4160000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_36,Lowered Density,Density 32%,0.659241922661875,0.6432608602385596,-0.9414362153697192,0.6394181520180291,0.1702519975414874,0.4080000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_37,Lowered Density,Density 32%,0.6150599638324283,0.5643537472677373,-0.9399683936923912,0.533350331463539,0.1408465068842427,0.3410000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_38,Lowered Density,Density 32%,0.6490106863368245,0.6751898159753276,-0.9530657692292868,0.6644349893630335,0.2168064072081091,0.4180000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_39,Lowered Density,Density 32%,0.6768664769555454,0.6922816294455055,-0.9516202195493932,0.690395752895753,0.2253861003861003,0.4260000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_40,Lowered Density,Density 32%,0.7044169712447025,0.7035476011246978,-0.9437947212231682,0.7106011507175451,0.2169830037695919,0.387,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_41,Lowered Density,Density 32%,0.6499906195568007,0.6559436008798183,-0.944870163547148,0.6374441896947025,0.1801616990466996,0.4050000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_42,Lowered Density,Density 32%,0.678581196700902,0.6928076137329011,-0.9372159917849814,0.685118619698059,0.1823867721063982,0.33,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_43,Lowered Density,Density 32%,0.5457998455797646,0.5834906739138501,-0.9326073070510058,0.5023530699354274,0.1143701433730983,0.244,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_44,Lowered Density,Density 32%,0.5495632663084685,0.5171595489361868,-0.9284023642708332,0.4391373217984647,0.0821250152309004,0.26,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_45,Lowered Density,Density 32%,0.5966286774492915,0.5663251982727419,-0.9477140858205826,0.555294853746285,0.1738359664216069,0.412,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_46,Lowered Density,Density 32%,0.6583049366026406,0.6584824243514222,-0.94392740983006,0.6437239630501721,0.1767795689186741,0.4030000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_47,Lowered Density,Density 32%,0.7068463437970388,0.7293394519667533,-0.9309142915234556,0.7134970122109638,0.1905689789555728,0.3920000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_48,Lowered Density,Density 32%,0.5388416499675327,0.5728111379949973,-0.941944513443508,0.516802200430519,0.1475723511121741,0.303,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_49,Lowered Density,Density 32%,0.6000627159928409,0.6507624910595822,-0.9364929891141426,0.5947485756750062,0.1472008917513004,0.4050000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_50,Lowered Density,Density 32%,0.5878615511934615,0.5814967963168493,-0.9377926789536232,0.5389107796228539,0.1308049535603715,0.288,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_51,Lowered Density,Density 32%,0.7035646213640903,0.729743286132434,-0.937859638134212,0.7261316597676593,0.2142475630925357,0.3920000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_52,Lowered Density,Density 32%,0.6143826658574879,0.700886209457807,-0.9382114089355892,0.6119636705292828,0.1524167449629397,0.3690000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_53,Lowered Density,Density 32%,0.6186989993664539,0.6221105865113848,-0.9493166603736376,0.599140683969111,0.1659408929919294,0.4060000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_54,Lowered Density,Density 32%,0.5966875878086323,0.611155357435716,-0.9271762902731512,0.5469566840926064,0.1047423450336071,0.308,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_55,Lowered Density,Density 32%,0.7459031752234947,0.7415484653001503,-0.9395600761332454,0.7597380904656912,0.2524888087125008,0.4040000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_56,Lowered Density,Density 32%,0.684677659414246,0.7196741197526035,-0.9416193636772002,0.7014995629076727,0.2025418599959653,0.3450000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_57,Lowered Density,Density 32%,0.7161805884270639,0.6938034435844079,-0.9421952278339992,0.7156519396551724,0.2178071120689655,0.4140000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_58,Lowered Density,Density 32%,0.6540417275045101,0.6956258257064297,-0.9475896075866852,0.6750747384155455,0.1982436472346786,0.424,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_59,Lowered Density,Density 32%,0.6919798560466257,0.7124771642429696,-0.9388559868601748,0.7054057397328055,0.202375061850569,0.4210000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_60,Lowered Density,Density 32%,0.7476045578018548,0.7145344722115562,-0.9368973273534446,0.7355833280466916,0.2147433864112161,0.3990000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_61,Lowered Density,Density 32%,0.5800928210316902,0.5728393507310936,-0.9441019965404828,0.5436048221111438,0.142840341076154,0.396,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_62,Lowered Density,Density 32%,0.6269368070144788,0.6097372592245361,-0.9440797875332207,0.5852008941365278,0.1440362239926635,0.413,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_63,Lowered Density,Density 32%,0.6325350448926981,0.6533928920369454,-0.943903098237056,0.6358635183582643,0.1947706762269749,0.4170000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_64,Lowered Density,Density 32%,0.6641595317014443,0.6890113966038075,-0.9487184371552086,0.6705855099322406,0.2009613714020965,0.425,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_65,Lowered Density,Density 32%,0.5031737072543058,0.5134269471390993,-0.9314408571115924,0.444569913589945,0.124509033778476,0.381,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_66,Lowered Density,Density 32%,0.6543923356760897,0.6462597215120389,-0.9466357050411284,0.6329216675363831,0.1666376761175856,0.4180000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_67,Lowered Density,Density 32%,0.7013869311894757,0.6952044684849187,-0.9397796131950176,0.7091977098669046,0.1924306639898877,0.354,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_68,Lowered Density,Density 32%,0.7133704035728959,0.7170194074422184,-0.9365018565816884,0.7144010569583089,0.2055196711685261,0.3980000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_69,Lowered Density,Density 32%,0.6407090109655219,0.6446941598079337,-0.9374872288691712,0.6247841933627469,0.1509687320161135,0.4110000000000001,0,Without Self Activation,5.0
Density 32%_Without Self Activation_Network_70,Lowered Density,Density 32%,0.6097666381097304,0.5890751693640318,-0.9456371078480464,0.5671641791044776,0.1719810040705563,0.3390000000000001,0,Without Self Activation,5.0
