index,Core Density,CC AB,F1,Number_of_Self_Activations,Self Activation Status
20_Without Self Activation_Network_0,20,-1.0,0.2500033333333333,0,Without Self Activation
20_Without Self Activation_Network_1,20,-1.0,0.2497099999999999,0,Without Self Activation
20_Without Self Activation_Network_2,20,-1.0,0.4982533333333333,0,Without Self Activation
20_Without Self Activation_Network_3,20,-1.0,0.4991966666666666,0,Without Self Activation
20_Without Self Activation_Network_4,20,-1.0,0.1244933333333332,0,Without Self Activation
20_Without Self Activation_Network_5,20,-1.0,0.5011966666666667,0,Without Self Activation
20_Without Self Activation_Network_6,20,-1.0,0.24852,0,Without Self Activation
20_Without Self Activation_Network_7,20,-1.0,0.2511233333333332,0,Without Self Activation
20_Without Self Activation_Network_8,20,-1.0,0.2500333333333332,0,Without Self Activation
20_Without Self Activation_Network_9,20,-1.0,0.2502033333333332,0,Without Self Activation
20_Without Self Activation_Network_10,20,-1.0,0.4999233333333333,0,Without Self Activation
20_Without Self Activation_Network_11,20,-1.0,0.9999366666666666,0,Without Self Activation
20_Without Self Activation_Network_12,20,-1.0,0.50084,0,Without Self Activation
20_Without Self Activation_Network_13,20,-1.0,0.4984699999999998,0,Without Self Activation
20_Without Self Activation_Network_14,20,-1.0,0.2491366666666666,0,Without Self Activation
20_Without Self Activation_Network_15,20,-1.0,0.2506099999999999,0,Without Self Activation
20_Without Self Activation_Network_16,20,-1.0,0.24917,0,Without Self Activation
20_Without Self Activation_Network_17,20,-1.0,0.1259866666666665,0,Without Self Activation
20_Without Self Activation_Network_18,20,-1.0,0.5012133333333333,0,Without Self Activation
20_Without Self Activation_Network_19,20,-1.0,0.2509333333333332,0,Without Self Activation
20_Without Self Activation_Network_20,20,-1.0,0.2506666666666665,0,Without Self Activation
20_Without Self Activation_Network_21,20,-1.0,0.1246166666666666,0,Without Self Activation
20_Without Self Activation_Network_22,20,-1.0,0.2499599999999999,0,Without Self Activation
20_Without Self Activation_Network_23,20,-1.0,0.4999733333333332,0,Without Self Activation
20_Without Self Activation_Network_24,20,-1.0,0.1246566666666666,0,Without Self Activation
20_Without Self Activation_Network_25,20,-1.0,0.2511599999999999,0,Without Self Activation
20_Without Self Activation_Network_26,20,-1.0,0.4978433333333333,0,Without Self Activation
20_Without Self Activation_Network_27,20,-1.0,0.9999566666666666,0,Without Self Activation
20_Without Self Activation_Network_28,20,-1.0,0.5009233333333333,0,Without Self Activation
20_Without Self Activation_Network_29,20,-1.0,0.2502899999999999,0,Without Self Activation
20_Without Self Activation_Network_30,20,-1.0,0.2491033333333331,0,Without Self Activation
20_Without Self Activation_Network_31,20,-1.0,0.5002533333333332,0,Without Self Activation
20_Without Self Activation_Network_32,20,-1.0,0.4985333333333333,0,Without Self Activation
20_Without Self Activation_Network_33,20,-1.0,0.4990066666666666,0,Without Self Activation
20_Without Self Activation_Network_34,20,-1.0,0.4990533333333332,0,Without Self Activation
20_Without Self Activation_Network_35,20,-1.0,0.5013266666666666,0,Without Self Activation
20_Without Self Activation_Network_36,20,-1.0,0.2503999999999999,0,Without Self Activation
20_Without Self Activation_Network_37,20,-1.0,0.99994,0,Without Self Activation
20_Without Self Activation_Network_38,20,-1.0,0.2505066666666666,0,Without Self Activation
20_Without Self Activation_Network_39,20,-1.0,0.2497066666666665,0,Without Self Activation
20_Without Self Activation_Network_40,20,-1.0,0.2500299999999998,0,Without Self Activation
20_Without Self Activation_Network_41,20,-1.0,0.9999566666666666,0,Without Self Activation
20_Without Self Activation_Network_42,20,-1.0,0.5000833333333332,0,Without Self Activation
20_Without Self Activation_Network_43,20,-1.0,0.1247099999999999,0,Without Self Activation
20_Without Self Activation_Network_44,20,-1.0,0.4989999999999999,0,Without Self Activation
20_Without Self Activation_Network_45,20,-1.0,0.50012,0,Without Self Activation
20_Without Self Activation_Network_46,20,-1.0,0.1259033333333332,0,Without Self Activation
20_Without Self Activation_Network_47,20,-1.0,0.9999433333333334,0,Without Self Activation
20_Without Self Activation_Network_48,20,-1.0,0.9999433333333332,0,Without Self Activation
20_Without Self Activation_Network_49,20,-1.0,0.5006366666666666,0,Without Self Activation
20_Without Self Activation_Network_50,20,-1.0,0.49971,0,Without Self Activation
20_Without Self Activation_Network_51,20,-1.0,0.2502433333333333,0,Without Self Activation
20_Without Self Activation_Network_52,20,-1.0,0.1248933333333333,0,Without Self Activation
20_Without Self Activation_Network_53,20,-1.0,0.5000666666666667,0,Without Self Activation
20_Without Self Activation_Network_54,20,-1.0,0.49907,0,Without Self Activation
20_Without Self Activation_Network_55,20,-1.0,0.5000133333333333,0,Without Self Activation
20_Without Self Activation_Network_56,20,-1.0,0.2499866666666665,0,Without Self Activation
20_Without Self Activation_Network_57,20,-1.0,0.2505299999999999,0,Without Self Activation
20_Without Self Activation_Network_58,20,-1.0,0.4990666666666666,0,Without Self Activation
20_Without Self Activation_Network_59,20,-1.0,0.4992833333333333,0,Without Self Activation
20_Without Self Activation_Network_60,20,-1.0,0.4998166666666666,0,Without Self Activation
20_Without Self Activation_Network_61,20,-1.0,0.5022733333333333,0,Without Self Activation
20_Without Self Activation_Network_62,20,-1.0,0.5006266666666666,0,Without Self Activation
20_Without Self Activation_Network_63,20,-1.0,0.1259566666666666,0,Without Self Activation
20_Without Self Activation_Network_64,20,-1.0,0.5001766666666666,0,Without Self Activation
20_Without Self Activation_Network_65,20,-1.0,0.2492266666666666,0,Without Self Activation
20_Without Self Activation_Network_66,20,-1.0,0.4999133333333333,0,Without Self Activation
20_Without Self Activation_Network_67,20,-1.0,0.9999333333333332,0,Without Self Activation
20_Without Self Activation_Network_68,20,-1.0,0.2508266666666666,0,Without Self Activation
20_Without Self Activation_Network_69,20,-1.0,0.2497466666666666,0,Without Self Activation
20_Without Self Activation_Network_70,20,-1.0,0.5006266666666666,0,Without Self Activation
20_Without Self Activation_Network_71,20,-1.0,0.2516099999999999,0,Without Self Activation
20_Without Self Activation_Network_72,20,-1.0,0.5010033333333332,0,Without Self Activation
20_Without Self Activation_Network_73,20,-1.0,0.9999433333333334,0,Without Self Activation
20_Without Self Activation_Network_74,20,-1.0,0.5008633333333332,0,Without Self Activation
20_Without Self Activation_Network_75,20,-1.0,0.1250866666666666,0,Without Self Activation
20_Without Self Activation_Network_76,20,-1.0,0.2499299999999999,0,Without Self Activation
20_Without Self Activation_Network_77,20,-1.0,0.5008299999999999,0,Without Self Activation
20_Without Self Activation_Network_78,20,-1.0,0.1255299999999999,0,Without Self Activation
20_Without Self Activation_Network_79,20,-1.0,0.2497366666666665,0,Without Self Activation
20_Without Self Activation_Network_80,20,-1.0,0.4978966666666666,0,Without Self Activation
20_Without Self Activation_Network_81,20,-1.0,0.5003366666666667,0,Without Self Activation
20_Without Self Activation_Network_82,20,-1.0,0.1233566666666665,0,Without Self Activation
20_Without Self Activation_Network_83,20,-1.0,0.9999433333333334,0,Without Self Activation
20_Without Self Activation_Network_84,20,-1.0,0.4984833333333333,0,Without Self Activation
20_Without Self Activation_Network_85,20,-1.0,0.99996,0,Without Self Activation
20_Without Self Activation_Network_86,20,-1.0,0.9999366666666668,0,Without Self Activation
20_Without Self Activation_Network_87,20,-1.0,0.9999566666666668,0,Without Self Activation
20_Without Self Activation_Network_88,20,-1.0,0.2513066666666667,0,Without Self Activation
20_Without Self Activation_Network_89,20,-1.0,0.5012266666666667,0,Without Self Activation
20_Without Self Activation_Network_90,20,-1.0,0.9999266666666666,0,Without Self Activation
20_Without Self Activation_Network_91,20,-1.0,0.9999566666666666,0,Without Self Activation
20_Without Self Activation_Network_92,20,-1.0,0.99997,0,Without Self Activation
20_Without Self Activation_Network_93,20,-1.0,0.1247299999999999,0,Without Self Activation
20_Without Self Activation_Network_94,20,-1.0,0.2504166666666666,0,Without Self Activation
20_Without Self Activation_Network_95,20,-1.0,0.4986733333333333,0,Without Self Activation
20_Without Self Activation_Network_96,20,-1.0,0.2507366666666666,0,Without Self Activation
20_Without Self Activation_Network_97,20,-1.0,0.2496833333333332,0,Without Self Activation
20_Without Self Activation_Network_98,20,-1.0,0.4999333333333333,0,Without Self Activation
20_Without Self Activation_Network_99,20,-1.0,0.4983099999999999,0,Without Self Activation
32_Without Self Activation_Network_0,32,-0.990563685431425,0.3326599999999999,0,Without Self Activation
32_Without Self Activation_Network_1,32,-0.990312516853634,0.6596766666666666,0,Without Self Activation
32_Without Self Activation_Network_2,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_3,32,-0.9866135848952766,0.3535333333333332,0,Without Self Activation
32_Without Self Activation_Network_4,32,-1.0,0.9031433333333332,0,Without Self Activation
32_Without Self Activation_Network_5,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_6,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_7,32,-0.986401058250016,0.2450533333333333,0,Without Self Activation
32_Without Self Activation_Network_8,32,-0.9879604718992,0.6595333333333333,0,Without Self Activation
32_Without Self Activation_Network_9,32,-0.967912321924146,0.53779,0,Without Self Activation
32_Without Self Activation_Network_10,32,-1.0,0.6208,0,Without Self Activation
32_Without Self Activation_Network_11,32,-1.0,0.4659266666666666,0,Without Self Activation
32_Without Self Activation_Network_12,32,-1.0,0.5094133333333333,0,Without Self Activation
32_Without Self Activation_Network_13,32,-1.0,0.5016466666666666,0,Without Self Activation
32_Without Self Activation_Network_14,32,-1.0,0.49921,0,Without Self Activation
32_Without Self Activation_Network_15,32,-1.0,0.8599266666666665,0,Without Self Activation
32_Without Self Activation_Network_16,32,-1.0,0.8542366666666665,0,Without Self Activation
32_Without Self Activation_Network_17,32,-0.9951942286907952,0.3320833333333333,0,Without Self Activation
32_Without Self Activation_Network_18,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_19,32,-1.0,0.8723933333333334,0,Without Self Activation
32_Without Self Activation_Network_20,32,-1.0,0.7311399999999999,0,Without Self Activation
32_Without Self Activation_Network_21,32,-0.9357550986788158,0.3018166666666666,0,Without Self Activation
32_Without Self Activation_Network_22,32,-1.0,0.3817899999999999,0,Without Self Activation
32_Without Self Activation_Network_23,32,-0.9976444379221464,0.7261866666666665,0,Without Self Activation
32_Without Self Activation_Network_24,32,-0.9900533229159496,0.48544,0,Without Self Activation
32_Without Self Activation_Network_25,32,-1.0,0.2970033333333333,0,Without Self Activation
32_Without Self Activation_Network_26,32,-0.9564431710729028,0.2887499999999999,0,Without Self Activation
32_Without Self Activation_Network_27,32,-0.9924254888253092,0.8373366666666666,0,Without Self Activation
32_Without Self Activation_Network_28,32,-1.0,0.5870799999999999,0,Without Self Activation
32_Without Self Activation_Network_29,32,-1.0,0.5295366666666665,0,Without Self Activation
32_Without Self Activation_Network_30,32,-1.0,0.5223933333333334,0,Without Self Activation
32_Without Self Activation_Network_31,32,-0.9959662641856704,0.6547533333333333,0,Without Self Activation
32_Without Self Activation_Network_32,32,-1.0,0.7352466666666666,0,Without Self Activation
32_Without Self Activation_Network_33,32,-0.994054919690416,0.4109433333333333,0,Without Self Activation
32_Without Self Activation_Network_34,32,-0.9914991330081154,0.4643133333333333,0,Without Self Activation
32_Without Self Activation_Network_35,32,-1.0,0.7217899999999999,0,Without Self Activation
32_Without Self Activation_Network_36,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_37,32,-0.9747393632332706,0.4116933333333333,0,Without Self Activation
32_Without Self Activation_Network_38,32,-0.9970217865979212,0.5558099999999999,0,Without Self Activation
32_Without Self Activation_Network_39,32,-0.9993211840108271,0.4899733333333332,0,Without Self Activation
32_Without Self Activation_Network_40,32,-1.0,0.6968866666666667,0,Without Self Activation
32_Without Self Activation_Network_41,32,-1.0,0.5762866666666666,0,Without Self Activation
32_Without Self Activation_Network_42,32,-1.0,0.6656466666666666,0,Without Self Activation
32_Without Self Activation_Network_43,32,-1.0,0.3334333333333332,0,Without Self Activation
32_Without Self Activation_Network_44,32,-1.0,0.2492399999999999,0,Without Self Activation
32_Without Self Activation_Network_45,32,-0.9611946920247773,0.3516333333333333,0,Without Self Activation
32_Without Self Activation_Network_46,32,-1.0,0.6314299999999999,0,Without Self Activation
32_Without Self Activation_Network_47,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_48,32,-0.9873964905138056,0.41897,0,Without Self Activation
32_Without Self Activation_Network_49,32,-0.9286561424539244,0.6474566666666666,0,Without Self Activation
32_Without Self Activation_Network_50,32,-0.9995289221902952,0.8347233333333334,0,Without Self Activation
32_Without Self Activation_Network_51,32,-1.0,0.9376,0,Without Self Activation
32_Without Self Activation_Network_52,32,-1.0,0.5456199999999999,0,Without Self Activation
32_Without Self Activation_Network_53,32,-0.977256753482509,0.53518,0,Without Self Activation
32_Without Self Activation_Network_54,32,-0.9820654977973876,0.2758099999999999,0,Without Self Activation
32_Without Self Activation_Network_55,32,-0.9952521590803112,0.7665899999999999,0,Without Self Activation
32_Without Self Activation_Network_56,32,-0.9951878628243742,0.50484,0,Without Self Activation
32_Without Self Activation_Network_57,32,-0.999160400763144,0.8359533333333333,0,Without Self Activation
32_Without Self Activation_Network_58,32,-1.0,0.6607266666666667,0,Without Self Activation
32_Without Self Activation_Network_59,32,-0.9971708186116808,0.6909699999999999,0,Without Self Activation
32_Without Self Activation_Network_60,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_61,32,-1.0,0.5916033333333334,0,Without Self Activation
32_Without Self Activation_Network_62,32,-0.9957988048892482,0.6456999999999999,0,Without Self Activation
32_Without Self Activation_Network_63,32,-0.9776397110790912,0.6266699999999998,0,Without Self Activation
32_Without Self Activation_Network_64,32,-1.0,0.6963766666666666,0,Without Self Activation
32_Without Self Activation_Network_65,32,-0.9709745461161592,0.3077833333333332,0,Without Self Activation
32_Without Self Activation_Network_66,32,-1.0,0.6840933333333334,0,Without Self Activation
32_Without Self Activation_Network_67,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_68,32,-1.0,0.8681166666666666,0,Without Self Activation
32_Without Self Activation_Network_69,32,-1.0,0.7097366666666667,0,Without Self Activation
32_Without Self Activation_Network_70,32,-0.9048653453137792,0.3452399999999999,0,Without Self Activation
32_Without Self Activation_Network_71,32,-0.993028009001198,0.5815233333333333,0,Without Self Activation
32_Without Self Activation_Network_72,32,-1.0,0.7364566666666666,0,Without Self Activation
32_Without Self Activation_Network_73,32,-0.9819263310063776,0.54257,0,Without Self Activation
32_Without Self Activation_Network_74,32,-1.0,0.5385566666666666,0,Without Self Activation
32_Without Self Activation_Network_75,32,-0.9348991204056436,0.3738833333333332,0,Without Self Activation
32_Without Self Activation_Network_76,32,-1.0,0.2883099999999999,0,Without Self Activation
32_Without Self Activation_Network_77,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_78,32,-1.0,0.3164866666666666,0,Without Self Activation
32_Without Self Activation_Network_79,32,-0.944373742133536,0.2577799999999999,0,Without Self Activation
32_Without Self Activation_Network_80,32,-0.9723198148518382,0.3099699999999999,0,Without Self Activation
32_Without Self Activation_Network_81,32,-0.9584257526336342,0.6938966666666666,0,Without Self Activation
32_Without Self Activation_Network_82,32,-1.0,0.7898333333333334,0,Without Self Activation
32_Without Self Activation_Network_83,32,-1.0,0.8046233333333332,0,Without Self Activation
32_Without Self Activation_Network_84,32,-1.0,0.8468499999999999,0,Without Self Activation
32_Without Self Activation_Network_85,32,-1.0,0.5004299999999999,0,Without Self Activation
32_Without Self Activation_Network_86,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_87,32,-1.0,0.5310999999999999,0,Without Self Activation
32_Without Self Activation_Network_88,32,-1.0,0.5945033333333332,0,Without Self Activation
32_Without Self Activation_Network_89,32,-1.0,0.5350033333333334,0,Without Self Activation
32_Without Self Activation_Network_90,32,-1.0,0.9433766666666668,0,Without Self Activation
32_Without Self Activation_Network_91,32,-0.9980874651357128,0.8276233333333332,0,Without Self Activation
32_Without Self Activation_Network_92,32,-1.0,0.5013366666666665,0,Without Self Activation
32_Without Self Activation_Network_93,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_94,32,-0.980617853553583,0.6857566666666666,0,Without Self Activation
32_Without Self Activation_Network_95,32,-0.9669228989822436,0.2241633333333333,0,Without Self Activation
32_Without Self Activation_Network_96,32,-1.0,0.3435666666666664,0,Without Self Activation
32_Without Self Activation_Network_97,32,-1.0,0.4375099999999999,0,Without Self Activation
32_Without Self Activation_Network_98,32,-1.0,1.0,0,Without Self Activation
32_Without Self Activation_Network_99,32,-1.0,0.3684599999999999,0,Without Self Activation
40_Without Self Activation_Network_0,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_1,40,-0.9994835477297588,0.6467433333333332,0,Without Self Activation
40_Without Self Activation_Network_2,40,-0.9942087605958022,0.71865,0,Without Self Activation
40_Without Self Activation_Network_3,40,-0.9819044171636117,0.6866633333333332,0,Without Self Activation
40_Without Self Activation_Network_4,40,-1.0,0.86313,0,Without Self Activation
40_Without Self Activation_Network_5,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_6,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_7,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_8,40,-0.9988640601302424,0.8485,0,Without Self Activation
40_Without Self Activation_Network_9,40,-1.0,0.7589499999999999,0,Without Self Activation
40_Without Self Activation_Network_10,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_11,40,-0.994826836977322,0.6513766666666667,0,Without Self Activation
40_Without Self Activation_Network_12,40,-0.9736443744087212,0.5477099999999999,0,Without Self Activation
40_Without Self Activation_Network_13,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_14,40,-1.0,0.5889799999999998,0,Without Self Activation
40_Without Self Activation_Network_15,40,-0.9947776570168888,0.7088466666666666,0,Without Self Activation
40_Without Self Activation_Network_16,40,-0.9978870983704764,0.6664233333333334,0,Without Self Activation
40_Without Self Activation_Network_17,40,-0.980881708858806,0.5641166666666667,0,Without Self Activation
40_Without Self Activation_Network_18,40,-0.959791619737302,0.3757899999999999,0,Without Self Activation
40_Without Self Activation_Network_19,40,-0.9973771703186366,0.84138,0,Without Self Activation
40_Without Self Activation_Network_20,40,-0.973604919595886,0.4149499999999999,0,Without Self Activation
40_Without Self Activation_Network_21,40,-0.9954491340389128,0.57099,0,Without Self Activation
40_Without Self Activation_Network_22,40,-0.9997419830209466,0.6988166666666666,0,Without Self Activation
40_Without Self Activation_Network_23,40,-0.9872522377796416,0.6979066666666667,0,Without Self Activation
40_Without Self Activation_Network_24,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_25,40,-1.0,1.0,0,Without Self Activation
40_Without Self Activation_Network_26,40,-0.9858335015609244,0.4317633333333331,0,Without Self Activation
40_Without Self Activation_Network_27,40,-0.9814241492320775,0.7404299999999999,0,Without Self Activation
40_Without Self Activation_Network_28,40,-0.9964739494485436,0.7114933333333332,0,Without Self Activation
40_Without Self Activation_Network_29,40,-1.0,1.0,0,Without Self Activation
