index,Type,Core_Density,Peripheral_Nodes,BiC A,BiC B,CC AB,F1 (Average),F1 (Strict),Team Strength,Team Size,Percentage_Impurity
0Indegree80% Density_0 Nodes_0 Edges_17,Lowered Density,80% Density,0 Nodes,0.5537667745643774,0.6581558057997419,-0.9058840822202407,0.5736990154711674,0.0224191279887482,0.1714999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_18,Lowered Density,80% Density,0 Nodes,0.5900787287339067,0.6332035925232686,-0.9120948921208212,0.6259613011032413,0.1421111596376963,0.1427,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_19,Lowered Density,80% Density,0 Nodes,0.6539827470326354,0.6571730112740491,-0.921822946280656,0.6101404093864037,0.2023006839217961,0.1269,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_20,Lowered Density,80% Density,0 Nodes,0.5833587503863333,0.6260142150499591,-0.9105615421997364,0.5862432687503469,0.2075723088880253,0.1357,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_21,Lowered Density,80% Density,0 Nodes,0.6883344643090392,0.5941415028391902,-0.8729920299868524,0.5706420575203838,0.1278347272107595,0.1423,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_22,Lowered Density,80% Density,0 Nodes,0.6092148494120903,0.6797558754453482,-0.9239830132974072,0.6741976634886532,0.1838659863032093,0.126,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_23,Lowered Density,80% Density,0 Nodes,0.6099083288915019,0.3717745395997936,-0.4590634737402125,0.2747123430962343,0.0282426778242677,0.1059,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_24,Lowered Density,80% Density,0 Nodes,0.5285938579342424,0.5472938143546741,-0.8761021664582643,0.5054543729842534,0.1693464238284955,0.1284,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_25,Lowered Density,80% Density,0 Nodes,0.4608297226190343,0.4145909552884715,-0.772947674701403,0.3058053759094584,0.0002778900565885,0.1367,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_26,Lowered Density,80% Density,0 Nodes,0.5751955759546673,0.7356840306866986,-0.844754498296733,0.5952637481035203,0.1412959827612744,0.147,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_27,Lowered Density,80% Density,0 Nodes,0.5956999327645817,0.5387188766341219,-0.9058766125844488,0.5490161718319732,0.096054673809643,0.1196,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_28,Lowered Density,80% Density,0 Nodes,0.6240506459758484,0.4857507038183932,-0.7853456621848206,0.3970663852128494,0.039322345809315,0.1126,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_29,Lowered Density,80% Density,0 Nodes,0.6912896833594474,0.6208555737304052,-0.9242358506376456,0.677191443746041,0.1502947912098621,0.147,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_30,Lowered Density,80% Density,0 Nodes,0.4577538235175103,0.6964689946463347,-0.7446256757005705,0.4408475187772639,0.0409983928629997,0.1325,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_31,Lowered Density,80% Density,0 Nodes,0.7539072885287986,0.7174514798793888,-0.9103476310713636,0.7760384727108415,0.2713100732659845,0.146,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_32,Lowered Density,80% Density,0 Nodes,0.6158005853348807,0.6220663857332743,-0.905922128946172,0.6706352196518724,0.1409087483987642,0.1429,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_33,Lowered Density,80% Density,0 Nodes,0.6387591299791812,0.6678548702076341,-0.8292430346821495,0.6198337221125665,0.0594832226807823,0.1255,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_34,Lowered Density,80% Density,0 Nodes,0.6994857038922158,0.6002452098215523,-0.8065567628209446,0.5405584597730461,0.0118832079561392,0.1262,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_35,Lowered Density,80% Density,0 Nodes,0.5651394506669546,0.4559246270126708,-0.7677819891062445,0.44524991537854,0.018165406747151,0.1286,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_36,Lowered Density,80% Density,0 Nodes,0.5691153440201983,0.6623493612977169,-0.8914927781677603,0.6023163572901793,0.1523401554815167,0.1325,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_37,Lowered Density,80% Density,0 Nodes,0.5672488585253513,0.6079934625020851,-0.9161161368984844,0.5962557798579001,0.1809856772301793,0.134,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_38,Lowered Density,80% Density,0 Nodes,0.742111994128418,0.7814099642000246,-0.9080831600846156,0.7788296631680044,0.2930644165466145,0.1795,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_39,Lowered Density,80% Density,0 Nodes,0.5389664985747586,0.6844033024731813,-0.8340282926633096,0.5981013608916393,0.0659416589058791,0.1429,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_40,Lowered Density,80% Density,0 Nodes,0.7177133838582016,0.5650705797837373,-0.821014242887595,0.5939714931069398,0.1053625671781291,0.156,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_41,Lowered Density,80% Density,0 Nodes,0.5135433051011673,0.6350213736129539,-0.9289168404650452,0.5585220444423499,0.1622404976789122,0.1365,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_42,Lowered Density,80% Density,0 Nodes,0.677125431622196,0.3780430623265704,-0.8046351414260803,0.3543761438260308,0.0042200452147701,0.1452,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_43,Lowered Density,80% Density,0 Nodes,0.7542345097742758,0.4947863175855548,-0.8631135401736714,0.5572718631178707,0.089828897338403,0.1175,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_44,Lowered Density,80% Density,0 Nodes,0.6475115510475175,0.6795952177508346,-0.9339057528154232,0.7022095643465198,0.2344454181271907,0.1387,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_45,Lowered Density,80% Density,0 Nodes,0.5856253585276067,0.6386420237323454,-0.8985255268308285,0.6325280345204166,0.136057320938657,0.1392,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_46,Lowered Density,80% Density,0 Nodes,0.42732994827444,0.5792874482805176,-0.8808565528091946,0.4725976216400862,0.078673754777002,0.1277,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_47,Lowered Density,80% Density,0 Nodes,0.6807761300169338,0.6906715467365863,-0.9351663613830672,0.6988918509225864,0.2295227641001516,0.1355,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_48,Lowered Density,80% Density,0 Nodes,0.6514856352251838,0.783307178481033,-0.860386394336379,0.5439341376275048,0.0940040387303888,0.141,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_49,Lowered Density,80% Density,0 Nodes,0.5590972284476898,0.652907299165945,-0.8830481397319234,0.5850211694701911,0.1574264790021741,0.1513999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_50,Lowered Density,80% Density,0 Nodes,0.6833860217516107,0.6230764193282763,-0.9114064477925404,0.6197442927054242,0.1464808219529068,0.1634,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_51,Lowered Density,80% Density,0 Nodes,0.5700897401679942,0.6587654155726553,-0.8563785835093207,0.5447884744091022,0.0157455352425235,0.1190999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_52,Lowered Density,80% Density,0 Nodes,0.6579802018351767,0.5518524134737404,-0.8371614562447673,0.5524550400978957,0.0643095950877346,0.1552,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_53,Lowered Density,80% Density,0 Nodes,0.5987642768276422,0.70453896863262,-0.7535539062593745,0.476805604970032,0.0567886367990366,0.1152,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_54,Lowered Density,80% Density,0 Nodes,0.6176917608110594,0.7013136316874288,-0.8154453963917703,0.5768318744693931,0.2140285137152727,0.1584,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_55,Lowered Density,80% Density,0 Nodes,0.6361204402685633,0.5346135227388652,-0.8063536619736108,0.4032270075710562,0.0506888420007446,0.1448999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_56,Lowered Density,80% Density,0 Nodes,0.5712176626225332,0.5586306978939705,-0.9020613774823992,0.5708494345795501,0.0908940044095682,0.1081,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_57,Lowered Density,80% Density,0 Nodes,0.534077254459681,0.3534516759681711,-0.6622143971980639,0.2854574973906993,0.0079728632726429,0.1094,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_58,Lowered Density,80% Density,0 Nodes,0.6602731480720471,0.6828248796722448,-0.9151677214507368,0.6658789204959883,0.2196061269146608,0.136,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_59,Lowered Density,80% Density,0 Nodes,0.5305553401100301,0.3961116712686597,-0.7265017754593519,0.3941639085415844,0.0460328545835484,0.1233,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_60,Lowered Density,80% Density,0 Nodes,0.6138221778564197,0.5771518148914548,-0.8096652501715766,0.502958233261086,0.0105734872005154,0.1411,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_61,Lowered Density,80% Density,0 Nodes,0.6256164940487805,0.5406153451559744,-0.9319480507475808,0.5635028820688581,0.1750856831282131,0.1382,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_62,Lowered Density,80% Density,0 Nodes,0.5030718593743787,0.5992509023128653,-0.87075271010969,0.5418296562874876,0.2207270641005581,0.1344,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_63,Lowered Density,80% Density,0 Nodes,0.7192088885814448,0.509467453934669,-0.8594449157464686,0.5604071100917432,0.0784116972477064,0.1507,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_64,Lowered Density,80% Density,0 Nodes,0.7553666381195688,0.4903447013408649,-0.5079149077448286,0.3098522931107026,0.0470137520207276,0.1254,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_65,Lowered Density,80% Density,0 Nodes,0.5594248294080115,0.5431771033149861,-0.8885152443088509,0.467714469808542,0.0202503681885125,0.1394,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_66,Lowered Density,80% Density,0 Nodes,0.6573046052325154,0.627760017263698,-0.8340864031086186,0.5708818412953298,0.014719657433427,0.1526,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_67,Lowered Density,80% Density,0 Nodes,0.6544844482223674,0.6712478413504016,-0.8863307358934159,0.6795905896730828,0.0794989306446685,0.1405,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_68,Lowered Density,80% Density,0 Nodes,0.6087682488792755,0.6022735537365621,-0.8921322981671107,0.5548837416085004,0.1323300582403414,0.1445,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_69,Lowered Density,80% Density,0 Nodes,0.6861107532788668,0.745164560162377,-0.882541733482023,0.6808636222429326,0.0704877291084187,0.1523999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_70,Lowered Density,80% Density,0 Nodes,0.6660480892768739,0.6993754734662436,-0.91947341795337,0.6920733546480062,0.2246184472461844,0.1383,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_71,Lowered Density,80% Density,0 Nodes,0.6991777318016694,0.7164389362299742,-0.935459294669527,0.6636843776155156,0.3560275909838667,0.1541,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_72,Lowered Density,80% Density,0 Nodes,0.7195772368334037,0.8519997131654462,-0.832556252931825,0.7098770943070559,0.1755795613486891,0.1553999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_73,Lowered Density,80% Density,0 Nodes,0.6685837295596581,0.6180322793606207,-0.8384011732850223,0.5549916558077864,0.097249845689596,0.1790999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_74,Lowered Density,80% Density,0 Nodes,0.4703705010328066,0.4954788939825555,-0.7324563641439978,0.3844560518731988,0.0253287103746397,0.1333,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_75,Lowered Density,80% Density,0 Nodes,0.6424847338165758,0.7331335925020181,-0.8396747960079689,0.7272003076584991,0.1216349851664652,0.1487,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_76,Lowered Density,80% Density,0 Nodes,0.5211267334833838,0.4330571905568963,-0.6853728219526914,0.3926780893614677,0.0355352322186105,0.103,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_77,Lowered Density,80% Density,0 Nodes,0.511276890674835,0.5813684473647363,-0.8416837687505714,0.513044422721842,0.0706201802975996,0.1187,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_78,Lowered Density,80% Density,0 Nodes,0.5776050073033238,0.5809050652967025,-0.8130341223088051,0.5203602927378495,0.0688148406294399,0.1164,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_79,Lowered Density,80% Density,0 Nodes,0.6208187736458143,0.6333901225237174,-0.9297347009066224,0.6164558612596166,0.2663450254270439,0.1489,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_80,Lowered Density,80% Density,0 Nodes,0.6323214548088839,0.5796012220648342,-0.8446895664461583,0.481120192951896,0.1025860913841618,0.1344,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_81,Lowered Density,80% Density,0 Nodes,0.6114732029117106,0.6996699766763722,-0.8049873957861429,0.548099142160742,0.0247538856003292,0.1472,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_82,Lowered Density,80% Density,0 Nodes,0.664709011846007,0.633959465248757,-0.8663851031255771,0.5142698423720575,0.039325972733375,0.1351,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_83,Lowered Density,80% Density,0 Nodes,0.7431271555650849,0.600957924756988,-0.823674692033727,0.564136584388925,0.1488759825764782,0.1622,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_84,Lowered Density,80% Density,0 Nodes,0.7480630095083477,0.7218360209693562,-0.9128812366970692,0.7885529208728339,0.2076644837939431,0.1505,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_85,Lowered Density,80% Density,0 Nodes,0.6560577159905563,0.5469372263537303,-0.8680776344413256,0.4780689596349446,0.1581764291958974,0.1036,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_86,Lowered Density,80% Density,0 Nodes,0.6679517738869368,0.5644966224312112,-0.7544746922488454,0.5540958703724541,0.0673455609316979,0.1246,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_87,Lowered Density,80% Density,0 Nodes,0.4080157545706989,0.3937793759260833,-0.5450051680793022,0.2533105510465613,0.0258863733447244,0.1037,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_88,Lowered Density,80% Density,0 Nodes,0.6156088789560376,0.5746622502933254,-0.8768408479920576,0.5944799291342254,0.0787449298335586,0.1435,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_89,Lowered Density,80% Density,0 Nodes,0.6106655095929471,0.723318388959167,-0.8998668582756721,0.5564520679343227,0.0170964283699148,0.1488,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_90,Lowered Density,80% Density,0 Nodes,0.6612709067807855,0.6446051883134547,-0.852582681099894,0.643682073476136,0.181550730628024,0.1379999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_91,Lowered Density,80% Density,0 Nodes,0.6513489957928191,0.7070049340198249,-0.9270527233968076,0.7091399851079673,0.2082092330603127,0.1326,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_92,Lowered Density,80% Density,0 Nodes,0.745104972395638,0.6895557007934551,-0.9426252797397858,0.7238210083759736,0.3844800052146139,0.1307999999999999,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_93,Lowered Density,80% Density,0 Nodes,0.3986239150326717,0.6444729728865933,-0.7841867340000719,0.3613908004346251,0.0220934444042013,0.1302,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_94,Lowered Density,80% Density,0 Nodes,0.6324109993195615,0.7444612667221633,-0.8321342060543242,0.6819761765280219,0.1287248584260886,0.1737,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_95,Lowered Density,80% Density,0 Nodes,0.5504837692836058,0.7790337462449546,-0.718142737200168,0.5193339547069048,0.0148122024334332,0.1609,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_96,Lowered Density,80% Density,0 Nodes,0.5761607709413509,0.6366199776408641,-0.9146319057812586,0.592164539943864,0.1776540792980635,0.1334,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_97,Lowered Density,80% Density,0 Nodes,0.5024692801478811,0.5934337906511289,-0.8688372050217029,0.5242613904031227,0.0726159230096238,0.1311,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_98,Lowered Density,80% Density,0 Nodes,0.5770360753730139,0.5280941419979538,-0.91180733190096,0.5055848261327713,0.1991871142556074,0.1248,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_99,Lowered Density,80% Density,0 Nodes,0.5613886959667658,0.6371196319318223,-0.8863175919412141,0.57981367303148,0.2605861422712334,0.1503,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_0,Lowered Density,80% Density,0 Nodes,0.9181477474931886,0.9169828734679552,-0.8082528301459503,0.929720182206935,0.8764060611694711,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_1,Lowered Density,80% Density,0 Nodes,0.8908705667540273,0.8897064252244561,-0.8244191706778031,0.903096226755732,0.8536739483661311,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_2,Lowered Density,80% Density,0 Nodes,0.949857297128763,0.9490846651264082,-0.7849540867237674,0.9640429941678316,0.9045645153516172,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_3,Lowered Density,80% Density,0 Nodes,0.8960509938248905,0.8959168789574832,-0.8177701138025839,0.9089752329016132,0.8534878436718928,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_4,Lowered Density,80% Density,0 Nodes,0.9083817345209416,0.9091908763658556,-0.809837744071617,0.9227681660899654,0.865282583621684,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_5,Lowered Density,80% Density,0 Nodes,0.8914233709168113,0.8931770013786314,-0.8256943895078859,0.9026105775733804,0.8502637630190721,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_6,Lowered Density,80% Density,0 Nodes,0.9055377624130104,0.9043260161785072,-0.816517776349266,0.9176756558429646,0.8644285452210604,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_7,Lowered Density,80% Density,0 Nodes,0.9002450048144415,0.8977576351849268,-0.8219748258418722,0.9104518360103744,0.8586704281749101,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_8,Lowered Density,80% Density,0 Nodes,0.9267385693615036,0.9269025413757572,-0.8014376154176972,0.9402472850359644,0.8816228668139721,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_9,Lowered Density,80% Density,0 Nodes,0.946899574124664,0.945561008181982,-0.7862845927074077,0.9597466775416208,0.905579810967711,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_10,Lowered Density,80% Density,0 Nodes,0.920780047136493,0.921047858908678,-0.8052103419648009,0.935369218538091,0.8776598232240564,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_11,Lowered Density,80% Density,0 Nodes,0.9509504038143616,0.9511258315182268,-0.7865057629197262,0.9665122563211735,0.8940841536382937,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_12,Lowered Density,80% Density,0 Nodes,0.9393462605113732,0.9408677786445184,-0.7928145444325938,0.9541660704917252,0.8914961606333762,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_13,Lowered Density,80% Density,0 Nodes,0.8513987281475683,0.8575145500649017,-0.8482888069439859,0.8606071029323243,0.8145584315074383,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_14,Lowered Density,80% Density,0 Nodes,0.8998663854120662,0.8993661700124608,-0.8209556532571719,0.9103818670065086,0.8576305129488871,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_15,Lowered Density,80% Density,0 Nodes,0.9313531674464692,0.9314015468960928,-0.7974795122648487,0.9459894059780553,0.8873912220961029,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_16,Lowered Density,80% Density,0 Nodes,0.9366558659140596,0.9366458700558236,-0.7956764402366806,0.951170854510046,0.8905144159977201,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_17,Lowered Density,80% Density,0 Nodes,0.943076159138745,0.9444180733638688,-0.7909781635835677,0.9569877039376108,0.900196162863021,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_18,Lowered Density,80% Density,0 Nodes,0.909140694262866,0.909944828680962,-0.8104492501218421,0.9231514815840488,0.858718729807071,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_19,Lowered Density,80% Density,0 Nodes,0.9222164386074088,0.9232309116581642,-0.8030160679402972,0.9349684653118432,0.8787666433076384,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_20,Lowered Density,80% Density,0 Nodes,0.9422081872966646,0.9422715314759116,-0.7907253096939333,0.9563327122449956,0.8997181214466581,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_21,Lowered Density,80% Density,0 Nodes,0.9123194110329425,0.9191256256033682,-0.8163150670590555,0.9327488064634594,0.848053617333823,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_22,Lowered Density,80% Density,0 Nodes,0.9189952875016444,0.9192396822738054,-0.8035182654836487,0.9331373646883164,0.8831653602090332,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_23,Lowered Density,80% Density,0 Nodes,0.925285646822389,0.924502871096725,-0.8010644613725789,0.9376376329475706,0.8778990769807431,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_24,Lowered Density,80% Density,0 Nodes,0.9400250604290388,0.9401219700135464,-0.7920805915295023,0.9545758183032732,0.9013741769252792,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_25,Lowered Density,80% Density,0 Nodes,0.9418016373827826,0.9413843040771156,-0.792284450208849,0.9552053486150908,0.8975644699140402,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_26,Lowered Density,80% Density,0 Nodes,0.902038620118496,0.9035600447237984,-0.8156891001270957,0.9141917207347162,0.8555240793201133,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_27,Lowered Density,80% Density,0 Nodes,0.9116389079506464,0.9135850134085816,-0.8108521191503418,0.9241073490692412,0.8729733474987297,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_28,Lowered Density,80% Density,0 Nodes,0.937451326720957,0.936707750601042,-0.7954659754228135,0.950325307498694,0.8838391033860474,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_29,Lowered Density,80% Density,0 Nodes,0.9340574927563952,0.9333688605066688,-0.7950207788416762,0.9479596189392864,0.8912270723730983,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_30,Lowered Density,80% Density,0 Nodes,0.947362289381435,0.9479300881582358,-0.7857605353230545,0.9619802931987504,0.8967555875991349,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_31,Lowered Density,80% Density,0 Nodes,0.9445902648115152,0.9442400695173906,-0.7860895016155875,0.9584052137243628,0.9001341767299215,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_32,Lowered Density,80% Density,0 Nodes,0.8644318533457357,0.8620836373360619,-0.8402865768386024,0.872569535268986,0.8221292178917081,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_33,Lowered Density,80% Density,0 Nodes,0.912354514027121,0.9127763227225476,-0.8107324734710798,0.9237589471253752,0.8702378203648118,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_34,Lowered Density,80% Density,0 Nodes,0.9188586799065104,0.9193131645879096,-0.8073649514776683,0.9337504085158036,0.8768383211167655,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_35,Lowered Density,80% Density,0 Nodes,0.8867259224734579,0.8871350572749421,-0.8270993045850737,0.8984238178633975,0.8442229107728232,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_36,Lowered Density,80% Density,0 Nodes,0.9103059319938624,0.9093751345229524,-0.8139004821687982,0.9203091929695408,0.8696512376920953,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_37,Lowered Density,80% Density,0 Nodes,0.9282671375308794,0.9273750663175492,-0.8016039166188884,0.9423765548435732,0.88098379193366,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_38,Lowered Density,80% Density,0 Nodes,0.9297202686045388,0.9305595885310132,-0.8001962402762293,0.9432209384579108,0.8836595142655034,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_39,Lowered Density,80% Density,0 Nodes,0.933650366877338,0.9331798673689624,-0.7992176940678439,0.9481786746246031,0.8823362228222253,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_40,Lowered Density,80% Density,0 Nodes,0.8971847049239151,0.8980818192468758,-0.8198133444178672,0.910253492923133,0.8605561370773221,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_41,Lowered Density,80% Density,0 Nodes,0.9217665340560284,0.92203158059446,-0.8070743995724827,0.9360816059145572,0.8803518787141453,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_42,Lowered Density,80% Density,0 Nodes,0.9400854468470224,0.9387583829245152,-0.7934655774987713,0.9522970721256844,0.8922637467269697,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_43,Lowered Density,80% Density,0 Nodes,0.9272826141001608,0.9268904814340504,-0.8013300375862945,0.9383677298311444,0.876547842401501,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_44,Lowered Density,80% Density,0 Nodes,0.8840261849953039,0.8850559607256158,-0.8275509412275966,0.8943791083486116,0.8473371193489245,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_45,Lowered Density,80% Density,0 Nodes,0.9316316567039056,0.9338079149218872,-0.7978155765788263,0.9472886573525928,0.8890835898650249,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_46,Lowered Density,80% Density,0 Nodes,0.8923763324638808,0.8908239677203027,-0.8266971702899389,0.902917436984263,0.8465978265770844,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_47,Lowered Density,80% Density,0 Nodes,0.9281658964752336,0.9321453136208367,-0.7996191181261674,0.9433900216104482,0.8767264868927934,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_48,Lowered Density,80% Density,0 Nodes,0.893754441308143,0.8938357833232934,-0.82194122512087,0.9060235507246376,0.8530797101449276,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_49,Lowered Density,80% Density,0 Nodes,0.8839063932156278,0.8802009584075315,-0.8327081381213765,0.8872770827788129,0.8375920503948185,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_50,Lowered Density,80% Density,0 Nodes,0.9112665448127204,0.9113720729678376,-0.8101453029543748,0.9231621210023536,0.8726752503576538,0.98,5,0% Impurity
0Indegree80% Density_0 Nodes_0 Edges_51,Lowered Density,80% Density,0 Nodes,0.9251590028821436,0.9264855278404311,-0.8011236654348609,0.9385705570416256,0.8859636773194425,0.98,5,0% Impurity
